video,caption
B0667.14,A deer is seen walking through the woods in the video.
B0145.1,A dog is seen walking through the grass in the video.
B0884.3,A dog is seen running through the woods in the video.
B0775.49,A kangaroo is seen walking through the grass in the video.
B0394.13,A group of elephants are seen walking through a forest.
B0996.38,A bear is seen walking through a forest and climbing up a rock.
B0730.39,A bird is seen flying over a forest in the video.
B0923.13,A group of birds are seen walking on the ground in the video.
B0911.9,A small animal is seen walking on the ground in the video.
B0695.38,A deer is seen walking through the woods in the video.
B0752.24,A gorilla is seen walking through the jungle in the video.
B0752.17,A gorilla is seen walking through the forest in the video.
B0068.6,A black bear is seen walking through the woods in the video.
B0380.13,A dog is seen running through the woods in the video.
B0127.1,A small animal is seen walking on a branch in the video.
B0286.6,A group of people are walking through a field of dry grass.
B0065.6,A monkey is seen climbing up a tree in the video.
B0488.12,A baby elephant is seen walking in the dirt with its mother.
B0782.23,A bird is seen perched on a branch in the video.
B0721.25,A dog is seen walking through the grass in the video.
B0885.45,A cow is seen walking through a muddy field.
B0537.7,A small animal is seen walking on the ground in the video.
B0731.29,A black bear is seen walking through the woods in the video.
B0807.34,A deer is seen walking through the woods in the video.
B0437.1,A small bird is seen perched on a rock in the video.
B0487.13,A small animal is seen walking on a hillside in the video.
B0761.1,A small animal is seen walking through the trees in the video.
B0196.7,A dog is seen running through the grass in the video.
B0084.10,A snake is seen slithering through the grass in the video.
B0817.4,A bird is seen flying over a field of trees.
B0748.3,A deer is seen walking through the woods in the video.
B1014.43,A small lizard is seen climbing up a rock in the video.
B1064.12,A black bear is seen walking through the woods in the video.
B0624.8,A small fish swims in the water and then swims back to the surface.
B0642.57,A small animal is seen walking through the grass in the video.
B1053.63,A dog is seen running through a forest in the video.
B0696.7,A dog is seen running through the woods in the video.
B0698.57,A monkey is seen climbing up a tree in the video.
B0221.9,A group of animals are seen walking in a desert.
B0379.7,A small black animal is seen walking on the ground in the video.
B0814.22,A gorilla is seen walking through a forest and looking at the camera.
B0697.62,A group of deer are seen grazing in a forest.
B0642.24,A bear is seen walking through the grass in the video.
B0891.8,A bird is seen flying over a rocky area in the video.
B0831.40,A small animal is seen walking on a rock in the video.
B0769.34,A dog is seen laying down in the grass.
B0231.5,A group of birds are seen walking in the desert.
B0903.28,A dog is seen walking on a rock in the video.
B0191.4,A bird is seen flying over a rocky area in the video.
B0869.9,A lizard is seen climbing up a rock in the video.
B0670.59,A gorilla is seen walking through the forest in the video.
B0667.6,A deer is seen walking through the woods in the video.
B0691.50,A black bear is seen walking through the woods and then running.
B0729.4,A lion is seen walking through the grass in the video.
B1023.49,A dog is seen walking on a rock in the video.
B0922.2,A mountain goat is seen climbing up a rocky cliff in the video.
B0729.18,A giraffe is seen walking through a field of trees.
B0829.16,A group of elephants are seen walking through a river in the video.
B1042.39,A small bird is seen perched on a rock in the video.
B0458.3,A kangaroo is seen walking across a dirt field in the video.
B0861.11,A group of elephants are seen walking through the water.
B0623.3,A small bird is seen perched on a rock in the video.
B0403.1,A dog is seen walking on a rock in the video.
B0471.8,A deer is seen walking through the woods in the video.
B0749.33,A bear is seen walking through the woods in the video.
B0641.3,A small animal is seen walking on the ground in the video.
B0692.11,A lion is seen walking through the grass in the video.
B0734.18,A bird is seen flying over a forest in the video.
B0798.35,A small animal is seen walking through the grass in the video.
B0677.18,A gorilla is seen walking through the trees in the video.
B0669.40,A monkey is seen climbing up a tree in the video.
B0708.14,A bird is seen perched on a tree branch in the video.
B0538.9,A squirrel is seen running across a rocky terrain.
B0947.24,A dog is seen walking on a rock and then running down a hill.
B0788.38,A bird is seen flying over a forest in the video.
B0258.2,A group of birds are seen walking on the ground in the video.
B0062.5,A baboon is seen walking on the ground in the video.
B1002.23,A group of elephants are seen walking in a line in the video.
B0670.45,A monkey is seen walking on a tree branch in the video.
B0191.12,A crocodile is seen swimming in the water.
B0240.8,A group of camels are seen walking in the desert.
B1049.49,A dog is seen walking on a rock in the video.
B0961.6,A squirrel is seen walking on the ground in the video.
B0718.29,A baboon is seen sitting on the ground in the wild.
B0809.29,A giraffe is seen walking through a forest with trees and bushes.
B0789.58,A group of birds are seen flying in the sky.
B0762.47,A giraffe is seen eating leaves from a tree in the video.
B0780.60,A small lizard is seen walking on a rock in the video.
B0682.47,A dog is seen running through the woods in the video.
B0236.2,A group of animals are seen walking in the desert.
B0661.3,A snake is seen moving through the grass in the video.
B0236.3,A group of kangaroos are seen walking across a desert landscape.
B1041.8,A dog is seen walking on a rock in the video.
B0667.42,A deer is seen walking through the woods in the video.
B0507.2,A monkey is seen walking on a rock in the video.
B0683.54,A deer is seen walking through the woods in the video.
B0796.3,A monkey is seen standing on a tree branch in the video.
B0662.15,A bear is seen eating a nut from a tree in the video.
B0637.33,A baboon is seen sitting on a tree branch in the video.
B0728.20,A gorilla is seen walking through the jungle in the video.
B1065.8,A group of wolves are seen walking on a rocky cliff.
B0647.56,A baboon is seen walking through the grass in the video.
B0901.52,A small animal is seen walking on the ground in the video.
B0846.20,A dog is seen walking on the beach and looking at the camera.
B0688.27,A deer is seen walking through the woods in the video.
B0806.38,A bear is seen walking through the woods in the video.
B0772.44,A deer is seen walking through the woods in the video.
B0660.5,A deer is seen walking through the woods in the video.
B0983.43,A dog is seen walking on a rock in the video.
B0777.41,A large elephant is seen walking through a forest and then sitting down.
B0644.22,A man is seen climbing a tree in the video.
B0849.12,A dog is seen walking on a rock in the video.
B0850.9,A bird is seen flying over a river in the video.
B0204.18,A small animal is seen walking across a desert landscape.
B0772.34,A monkey is seen eating a banana in the video.
B0735.30,A deer is seen walking through the woods in the video.
B1017.18,A dog is seen running through the woods in the video.
B0682.30,A bear is seen walking through the woods in the video.
B0736.38,A deer is seen walking through the woods in the video.
B0324.4,A group of elephants are walking in a line through the desert.
B0746.37,A bird is seen perched on a branch in the video.
B1026.60,A dog is seen walking on a rock in the video.
B0692.35,A lion is seen walking through a field of trees and bushes.
B0825.5,A bird is seen flying over a body of water in the video.
B0093.7,A bird is seen flying over a forest in the video.
B0682.8,A deer is seen walking through the woods in the video.
