video,caption
aznhUrqrBGg,A cow is seen grazing in a field with a stream of water.
DLM7Vtpb_WM,A koala is seen climbing up a wall and then standing on the ground.
7uOEK4v3EA0_2,A baboon is seen running through the woods and jumping over a log.
sfy3K_Ec0Rw,Two polar bears are seen playing with each other in a zoo.
3YQK78bBmBo,A cat and a dog are seen playing together on a carpet.
Ys-cTZ7jh8o,A group of deer are seen grazing in a field.
chys9msS_Es,A squirrel is seen eating nuts from a tree branch.
3-rvbQqxuC8,A group of monkeys are seen playing and interacting with each other in a zoo enclosure.
A9jE9Ukw2-E,A black bear is seen walking through a stream of water.
qDxj2G9od7Q_2,A horse is seen walking on a dirt road and then running.
BOmtf5CYLCo,A whale is seen swimming in the ocean in the video.
NaVwWR_sDZo,A dog is seen laying on a couch and moving its head around.
MAXIP1IiODU,A gorilla is seen sitting on the ground and eating a banana.
5Tgs1sMbAE4,The video shows a group of pigs eating leaves in a forest.
weo7heHUCM4,A camel is seen eating grass in a yard.
ZE9o84Q-GTY,A whale is seen breaching the water in the video.
MD-gw-zoH_Q_2,A group of seals are seen playing and interacting with each other on the beach.
aJfvoBSOVhM,A polar bear is seen walking in the dark in the video.
_kuBsOEqdEk_1,A dog is seen running down a road and chasing a cat.
wG_RpJVj4Oo,A monkey is seen walking through the trees and climbing up a tree.
uSOMaNqWB0o,A group of deer are seen running through a field.
3RlaSBRHvQA,A bull is seen walking through a field and then turns to face the camera.
NBPueC4cfcs,A gorilla is seen laying down on a blanket and then getting up and walking away.
tvRXkrZpz6A,A cat is seen playing on a blue couch and jumping on a pillow.
z38Tabj9YiQ,A gorilla is seen sitting in a cage and looking at the camera.
gzM6kZUqlw4,Two gorillas are seen fighting in a zoo enclosure.
t9F-lnJtkDA_1,A squirrel is seen eating a mouse in the video.
sr1lq42SJ6w,A duck is seen swimming in a body of water.
a5F0KcD7uE8,A bear is seen eating fish in a river while ducks swim around.
Kuh6dJDq7CQ,A black lizard is seen drinking water from a pond.
DnvEt-Gc1g0,A dog is seen running around a yard and playing with a frisbee.
AwbNRNCxhFg,A whale is seen swimming in the ocean with a group of birds flying around it.
DrMkupGGa7g_2,A white dog is seen sleeping on a bed with a floral pattern.
aqGAphnCBkM,A mother cat is seen licking her kittens in a field of hay.
cgaZevyTkrk,Two giraffes are seen fighting in a field.
EC6nT88Cm10,A rodent with a long white tongue is seen eating a piece of food.
ibBfzIpWyxM,A group of seals are seen laying on the sand and one of them is seen walking.
77QJFu6GEkM_1,A hippo is seen eating a fish in the water.
9izyB2Q9-P4,A gorilla is seen walking around in a zoo enclosure.
6RywaccBwcQ,A moose is seen walking through a forest and then running.
moXBWEbDahM,A bear is seen eating from a bowl in a zoo.
JaFpSAMKrl0,A raccoon is seen eating a piece of food on a yellow surface.
CebR4jjTIV0,A deer is seen walking through a forest and then running.
g_eYzqdBw1U,"A mother dog lays on a deck with her puppies, and one of the puppies is seen licking her."
4MJu_HT5MeU_2,A white dog is seen drinking water from a sink.
uMS-qu9Hut0,Two dogs are seen playing outside in the sun.
x3pMkI9kBWw,A mountain goat is seen climbing a rocky cliff in the video.
HjIhGpl6eTQ,A bear is seen walking on the beach and then running into the water.
17frMCh6VOg,A rhino is seen walking in a grassy area with a wooden fence.
VOvnQdDYWIY,A dog is seen sleeping on a bed and then wakes up and starts to move around.
dVPb161ToAY_2,A man is seen standing on a dock and a whale is swimming in the water.
uHX52CNjDEs,A whale is seen swimming in the ocean and breaching the water.
ZO7wFplpCtM,"Two deer are seen standing in a field, and one of them turns its head to the left."
XWqz8nj6o7g,A hippo is seen walking through a river and drinking water.
Bo7ILoufAtg_1,A gorilla is seen walking through the forest and eating leaves.
oPPWm69IFwI,A koala is seen eating leaves from a tree in a zoo.
fbnNsg0Gtz0,The video shows a large pig mounting a smaller pig in a pen.
nd4LnhObdto,A group of monkeys are seen climbing trees and playing in the woods.
ojkXr1XC4-M,A lion is seen walking through a field and then laying down.
V8CHojyqPJY,A group of whales are swimming in the ocean and one of them is seen swimming alone.
dj9wGZ3j2b8,A baby elephant is seen walking around in a pen.
5yh3aj_oMB0,A baby mouse is seen in a cage with a woman talking on the phone.
o3fh-dLck58,A dog is seen walking through the woods and looking at something on the ground.
B_q_Bs26vwY,A deer is seen walking through the grass in the video.
y6D_i0iNqAM,A group of birds are seen walking around in the grass.
PbeQ6Ybp5eA,A cat is seen looking out of a cage in the video.
vJPa_vQ0OAs,A turtle is seen walking on the ground in the video.
55HgOIqMd_M,A sheep is seen lying down in a field and then getting up and walking away.
Yp8VWEYvvnw,A deer is seen eating leaves from a tree in the woods.
3I4dH12XyLE,The video shows a herd of buffalo walking through a field and a man standing in front of a car.
6IfZMgrGQC8,A mother cat is seen nursing her kitten in a grassy area.
zAViVEiLEcI,A camel is seen walking in the desert with a shadow of a tree on the ground.
Jcz-GIH8P38,A black dog is seen swimming in a flooded area.
GdIltoQ83OA,A giraffe is seen walking on a deck and then standing in a pool.
QeC7bLVWiq8,The video shows a lion walking through the savannah and interacting with other animals.
dKHaIeA18FI,Two hamsters are seen eating from a yellow bowl in a box.
7mlQjVMTBFA,A crocodile is seen walking on the grass in the video.
PPdJuUaBcKo,A gorilla is seen standing in front of a tree and then walking away.
507YCQwnFhs,A fish swims in the water and then swims back to the surface.
ySbMo-OV_IE,A whale is seen swimming in the ocean and then comes up to the surface.
I2MafXkQ9ro,A deer is seen standing in the bushes and then turns to the side.
77PInI87SBs,A large pig is seen walking around a fenced area and eating grass.
wRHf30rytAw,A monkey is seen climbing up a tree in the video.
mMBJJicVgZg,A tiger is seen drinking water from a stream.
gK0CpIsMB8U,A white dog is seen sleeping on a bed with a white cat.
tU4CNLtGI-Y,A monkey is seen climbing up a tree in the video.
4UZ4nVZWAhQ,A goat is seen sleeping on a couch with a blanket.
pfzSBPp_U7o,Two antelopes are seen fighting over a dead animal in the desert.
fgOMjzy7nbY,A black bear is seen laying on the ground in a zoo.
BRCIoZnL_xg,A whale is seen swimming in the ocean with birds flying around it.
qH06Jzo4rlw_2,A lion is seen walking through a forest and drinking water from a stream.
wS1rU5SAskU,A group of wild animals are seen walking through a field.
bOmy_GG3E20_1,A group of wild animals are seen running and fighting in the wild.
bo4BpvUtLjI,A hamster is seen eating food from a green bowl.
JxUtduqNBoI,A hamster is seen in a cage and is seen moving around.
_kuBsOEqdEk_2,"A bulldozer is shown in the video, but there are no animals present."
txnPa92XDJk,A white llama is seen walking around a field and eating from a trough.
1iXwRtRlSDE_2,A hamster is seen standing on a piece of wood and looking at the camera.
GYYOv_CPT_8,A white tiger is seen walking on a rock in a forest.
ZRCZfi9pFKo,A monkey is seen walking on a log in the water.
yp-rC2UiAcg,A dog is seen walking through a field of grass and bushes.
pSLkGvcEbo4,A white animal is seen walking through the woods in the video.
RUwsr9_ELuY,A duck is seen swimming in a pond and then standing on the shore.
t9F-lnJtkDA_3,A squirrel is seen eating a mouse in the video.
rj_UDxVbcgo_2,An elephant is seen walking through a field of tall grass.
90W4_w_fwgI,A dog is seen walking through a rocky area.
TAaMU9fiwIA,Two elephants are seen walking in a field and then they start fighting.
0c6EBkc8leo,A dog is seen walking down a path in the woods.
1RGZcirxnDc,An elephant is seen walking through the trees and climbing up a wooden ladder.
5T2pidJr91E,A bear is seen walking down a dirt road in the woods.
h29a1KVMyFc,A deer is seen running in a yard and then jumping over a fence.
6oM1-4j0XY8,A deer is seen walking through the trees in the video.
_3D0Ghp9HBk,"Two lions are seen sitting in the grass, with one of them licking the other."
oKzmabxMpPg,A dog is seen running through the woods and jumping over a rock.
mB3dtJ9NE0A_2,A dog is seen sleeping on a blue dog bed in an office.
GlTkSWxb1qk,A cow is seen eating hay in a field.
9DgqVsH8iUo_2,A horse is seen mounting a cow in a pen.
x2ymsSCuq4I,A group of deer are seen running through a field.
C0QVCBlM0lM,A white bird is seen inside a blue cage with a pink cloth on the top.
nmCYN4Ggg9c,A man in a blue and black wetsuit is seen swimming in the water.
HKge6VcQelY,A small black animal is seen walking on the ground in a yard.
J7Nyf-zX5Q8,Two chinchillas are seen sitting next to each other in a cage.
BYpEJPXzij4,A bull is seen walking on a dirt road and then laying down on the ground.
0RrgjeYna_Q_2,A giraffe is seen walking in the wild and then standing in the water.
keQYtZT-5Tc_1,A bear is seen walking through a field of tall grass.
WLAtcVC0rAY_2,A group of baboons are seen sitting and standing in a grassy area.
-eStgiNa0i4,A zebra is seen standing in a room with a camera.
4dVPK4GEz3M,A wolf is seen eating a piece of meat in the woods.
e-T8ErrcSC4,A monkey is seen hanging from a tree and eating leaves.
expOVVTMCFI,An elephant is seen spraying water on a person's hand.
2Rbj1lVpcC0,A seal is seen walking on a mat and then laying down on the ground.
FL54B0VRhv0_2,A polar bear is seen walking on the grass and eating a piece of meat.
j6NVaiFN3xM,A group of black animals are seen running around in a wooded area.
5qVzZTKz59c,A wild cat is seen running and jumping in the grass.
DhIGKnXmPDs,A herd of bison are seen walking through a field.
9gvSrQuJ9kE,A cow is seen eating grass in a field.
9uK_tGl4WKs,A group of elk are seen running through a field.
XTvlafac1Jg,A herd of elephants are seen walking through a field and interacting with each other.
-UukSdIdMLw,A dog is seen walking down a road in the video.
ege8XkLScaI,A dog is seen sleeping on a couch in a video.
No099LR7IOs,A dog is seen walking on a concrete floor and looking at something on the ground.
kuEEPQ0ZY4U_1,A squirrel is seen running across the ground in the video.
-mEYT7PLVv4,A giraffe is seen eating leaves from a tree in a zoo.
mOqKl6Kcm6A_1,A mother goat is nursing her baby while standing in a field.
pOOmWDFCmhg,A group of mountain goats are seen walking through a field of grass.
SpHmOek2crs,A bear is seen standing in a cage and looking at the camera.
GhjJf52CYY8,A white dog is seen standing in a cage and looking at the camera.
N4Xr67pwk8I,Two cats are playing with each other on a table.
Gsirk1F8Z9U_3,A horse is seen running down a road with a car behind it.
W4-fQAOImYE,"Two dogs are playing in a dark room, with one of them being held down by the other."
gXUd_IB3ZPg,A small animal is seen sleeping in a cage.
kK4SO7IsReg,A giraffe is seen walking in a field and then bending down to eat.
Nh9E38-IDcs,A hamster is seen eating and drinking from a bowl.
Z7uNezhFdg0,A cow is seen grazing in a field with trees in the background.
MEp45qVRRwg,A camel is seen eating grass in the desert.
AJWjt5HImT0,A river otter is seen eating a fish in a stream.
1OaLGXEfi9I,A cat is seen walking around in a cage and then a bottle of water is introduced.
piMhny8ycu4_2,A gorilla is seen sitting in a zoo enclosure and looking at the camera.
_zhOzusD4CE,A dog and a cat are seen playing together on the floor.
EjLNrnQ6XM0,A sheep is seen drinking from a bucket while another sheep walks away.
11cB8FP_iVg,A tiger is seen laying down in the grass and looking at the camera.
4v_6tlorvto,A whale is seen swimming in the ocean and then turns to the side.
hG6VawE7LhQ,A white dog is seen walking through the woods in the video.
lj6apn8n3dY,A gorilla is seen standing in front of a fence and looking at the camera.
5ERVYp0yu_w,A cow is seen grazing in a field and then turns to face the camera.
Mk7VkxvmlUc,"A lion is seen walking down a road at night, and a car is parked on the side of the road."
hWKCFJqzGvk,A dog is seen sniffing a bed with a cat and a stuffed animal on it.
-Llz8_IrLfU,A monkey is seen playing with toys in a cage.
wDh3nC_jH5c,A polar bear is seen walking in a zoo enclosure.
wxMMBKrQtyk,A tiger is seen walking through a forest and then standing in front of a tree.
xdb5prHiv_g,The video shows a brown horse and a white llama in a fenced area.
7p3PHKkqMk0_3,A cow is seen eating grass in a field.
miMZ1_MUB6A,A gorilla is seen swinging a stick at a lion in the video.
hSDIxK5QfK8,"A group of sheep graze in a field, with one sheep eating grass and the others standing around."
jPcfPxx9fWQ,A monkey is seen eating leaves from a tree in the video.
0mNx3J_tK8M,A rabbit is seen in the tall grass and it is looking around.
tia2aYOjVUM,A baby giraffe is seen nursing from its mother in a grassy field.
ugyOTzJXYsU,A gorilla is seen sitting on a step and looking at the camera.
IPSNiTTmAlk,A wolf is seen laying down in the snow and then getting up and walking away.
6_KmUCiqPUQ,A beaver is seen swimming in a river with its head above water.
uOmcTAnLr-4,A tiger is seen walking through a body of water and then laying down on the grass.
5oFG933Gyzw,A dog is seen laying on a red blanket and moving around.
BkeTQxl-4fg,A deer is seen walking through a forest and looking around.
Kuqjm8V2NkY,A small animal is seen walking in the grass.
C8QJClpLOUc,A man is shaving the hair off of a sheep's back.
MAfT1QwLHvE,A group of small animals are seen eating food in a cage.
