video,caption
SYBAMJVY,A bird is seen flying over a field of flowers.
IMYGYGQD,A frog is seen sitting on a branch in the video.
PFFOTBQT,A bird is seen perched on a branch in the video.
KMSCWNQN,A bird is seen standing in a field and looking around.
RDMDLXGD,A small fish swims through the water in the video.
PBNVYNHV,A bird is seen walking on the ground in the video.
GPTCLVEI,Two birds are seen standing on the water and looking around.
LWPRZAFG,A lizard is seen climbing up a rock in the video.
PUXMMPTK,A bird is seen perched on a branch and then takes flight.
YFSLMPIF,A polar bear is seen walking through a herd of seals.
IAFFPHPH,A bee flies around a group of bees in a honeycomb.
LXMGYVMP,A bird is seen perched on a tree branch and then flies away.
QDDZSRHW,A spider is seen crawling on a wall in the video.
VKBYQTCN,A black dog is seen running through a field of dry grass.
RIVLUFFP,A monkey is seen climbing up a cliff while another monkey watches.
ZBGFHXHP,A bird is seen standing in a field with its wings spread out.
ONAFCWZS,A duck is seen swimming in the water and then diving into the water.
RPEAXNQN,A bird is seen standing on a plant in the video.
NXZJMXMC,A dog is seen walking in the snow and then laying down.
YGXKDIQR,A monkey is seen running through the woods and jumping over a rock.
GHQNTLBD,A bird is seen standing in the tall grass and looking around.
YEJZPZYO,A duck is seen standing on one leg in a body of water.
FFRFOUJL,A bird is seen swimming in the water and diving to catch a fish.
KKLLDDEV,A lizard is seen climbing up a tree in the video.
AQHSTVEI,A bird is seen walking on the ground and then flying away.
EEZATUUK,A squirrel is seen climbing up a tree in the video.
CFNSKLZD,"Two mosquitoes are shown in a video, one of which is flying."
QXZEIQWI,A duck is seen swimming in the water with its head up.
MCLWXUDX,A group of birds are seen standing in a field and one of them is seen eating.
JEAYRBQT,A frog is seen sitting on a tree branch in the video.
AKVVCPTK,A bird is perched on a branch and turns its head to the left.
HITSZRJS,A dragonfly is seen flying over a plant in the video.
RIJJTVEI,A bird is seen running on the ground in the video.
JFWGKMHZ,A lizard is seen crawling through the grass in the video.
EWXYUVYU,A lion is seen walking through the woods at night.
ELQIILHH,A small insect is seen crawling on a plant in the video.
ESAUVEOD,A bird is seen flying over a field of tall grass.
ZDCTIUDI,A bird is seen standing in a field with its beak open.
IDQCKKOU,A yellow flower is seen in the grass.
EISXZBXG,A bird is seen walking in a field and then turns around to look at the camera.
EQGFVFYY,A fish swims in the water and then swims away.
EPOBGCPZ,A group of crocodiles are seen resting on a rock in the water.
GHUYPNQN,A bird is seen standing on a rock and looking around.
NBRDSPTK,A bird is seen standing on a branch and then flying away.
QDKYKBGG,A bird is seen standing in the grass and then flying away.
UISTSXGD,A kangaroo is seen running through a field of tall grass.
VRNCXGCS,A horse is seen walking down a dirt road with a dog following behind.
ZHFPSCVX,A group of swans are seen swimming in a body of water.
ZUKKSNQN,A bird is seen standing on a branch and singing.
ZZFRYBQT,A bat flies over a body of water and then flies over a wall.
YSKGINPL,Two squirrels are seen walking through a forest with leaves on the ground.
WVQLRPLS,A white bird is seen standing on the water and then walking on the grass.
THOYJZJZ,A black bird is seen standing on a snowy ground and looking up into the sky.
JDXULPZC,A grasshopper is seen eating from a plant in the video.
FABZDIQR,A monkey is seen running through the dirt and then jumps into the air.
TTAOKRAC,A black cat is seen walking through the grass in the video.
XXYANHDU,A bird is seen eating a berry from the ground.
PZSDPDGW,A flock of birds are seen flying in the sky.
XDALRSBA,A bird is seen perched on a branch and then takes flight.
RYOTLZJZ,A group of birds are seen standing in the snow.
HNJHAAFG,A small green lizard is seen on a leaf in the video.
YYNBRFXO,A bird is seen standing in the water and then flying away.
BCGAQPTK,A bird is seen standing on a rock and looking around.
GRXUVEUL,A snake is seen moving through the grass in the video.
INFOGATH,A ladybug is seen crawling on a green leaf in the video.
IVEFUPAF,An owl is seen sitting on a branch with its wings outstretched.
TJFVIFYS,A turtle is shown swimming in the ocean and then shown on land.
KKOYXBQT,A monkey is seen sitting on a branch and eating leaves.
JAFFGIWV,Two swans are swimming in a body of water and they are facing the same direction.
IBVIWKOU,A bird is seen perched on a branch and then takes flight.
YCQAKPLS,A white bird is seen standing on one leg in a body of water.
BGDJUDFC,A small bird is seen perched on a rock in the video.
QZWHNTHG,A monkey is seen walking through the forest and climbing up a tree.
COPCOXGD,A mother horse and her baby horse are seen walking through a field.
WHSHPVMW,A snake is seen moving through the grass in the video.
TVGVYPZC,A bird is seen flying over a field of flowers.
ZIKRLNQN,A bird is seen perched on a branch and looking to the right.
EXGJFAMC,A lion is seen lying down in the dirt and looking at the camera.
OZXEMXDO,A zebra is seen grazing in a field while a baby zebra stands nearby.
QVNXWLSQ,A bird is seen perched on a branch with red flowers.
NNPOZWBO,A bird is seen standing in the snow with a smaller bird standing in front of it.
LUCFLPTK,A bird is seen perched on a branch in the woods.
EKLRIZLK,A deer is seen walking through the tall grass in the video.
RHUPCKOU,A bird is seen flying through the air in the video.
WDTZOWMK,A snake is seen moving through the grass in the video.
CJNBKDAL,A bird is seen standing on one leg while a group of ducks swim in the water.
DUNTUKEW,A rabbit is seen eating grass in the video.
JERMJUDI,A bird is seen standing on a rock and singing.
NZUMHCND,A snake is seen moving through the grass in the video.
AOBMPLLG,A bird is seen perched on a tree branch and then flies away.
TQMRHEWB,"A group of birds are seen standing in the grass, and one of them is seen walking."
XTAMIPKK,A bird flies over a body of water and lands on a rock.
XLLYWPKK,A bird flies over a body of water with other birds swimming in it.
JDJRBHGA,A dog is seen running in the dirt while a man stands in the background.
FBAXRBXG,A bird is seen walking in the grass and then running.
SUKRHKEW,A dog is seen rolling around in the grass and then laying on its back.
VVXIENPO,A lion is seen walking in a field and then sitting down.
YFMTYXIF,A sea turtle is seen swimming in the ocean with its head above the water.
IIXOBDAL,A bird flies over a body of water and lands on a rock.
EFBYDXGD,A black horse is running in a field and chasing a brown horse.
JVNBOHSA,A bird flies through the air in the video.
YMIEMWUH,A bird is seen flying through the air in the video.
LHMONEWB,A group of birds are seen standing in a field of tall grass.
MIPBJHEB,A frog is seen on a leaf in the video.
XTJRYACP,A bird is seen flying through the trees in the video.
UIJAIVMP,A bird is seen perched on a tree branch in the video.
FMQJZBQT,A small animal is seen standing in the dark and looking around.
XNHRLNPL,A squirrel is seen walking on the ground in the woods.
LFKSNAEM,A bird is seen flying over a fence in the video.
BJLVNFNJ,A lizard is seen crawling on a rock in the video.
GGTFWFUP,A snake is seen moving across the screen in the video.
AKHHRVEI,A bird is seen standing in the water and looking around.
BUQYJMHZ,A snake is seen slithering through the rocks in the video.
HZMAYUDI,A bird is seen standing on a rock and then flying away.
TXYVXNQN,A spider is seen crawling up a tree trunk in the video.
SWZDBGCS,A horse is seen walking down a dirt road with trees in the background.
TLVUNXGD,A zebra is seen standing in a field of green grass.
CCJMRUIV,A duck is swimming in the water and looking around.
BFVDTXMC,A bird is seen perched on a tree and pecking at a branch.
RVOKHONO,A bird is seen perched on a branch in the video.
BIOYDDFS,A snake is seen moving across the ground in the video.
XGCNSYMI,A bird is seen flying through the air in the video.
THMSJXMC,A bird is seen standing on a tree branch and looking up.
RRKJJLHH,A snake is seen moving through the grass in the video.
TIKPKKOU,A small animal is seen walking through the grass in the video.
UMHPCSBA,A bird is seen standing on the ground and then taking a drink of water.
ZKPMGXRE,Two white birds are standing on the ground and looking around.
RAZLJUJL,A seal is seen swimming in the water and diving to catch a fish.
PZDUAKOU,A yellow flower is seen in the middle of a field of dry grass.
YAVXXVTI,Two ducks are swimming in the water and one of them is trying to bite the other.
LUPOLSQK,A large ant is seen walking on a black surface.
GAHHSTFT,"Two flamingos are seen standing in a pool of water, with one of them bending down to drink."
PRZNQRME,A snake is seen moving through the grass in the video.
LUJZOVTI,A duck is seen swimming in the water and looking around.
CUYVEVRM,A bird is seen flying in the air in the video.
OOAHLHGW,A baby bird is seen standing in the grass with a mother bird.
MUIOZWZS,"A group of ducks swim in a pond, with one duck swimming in front of the others."
ZSBCZOYV,A group of ants are seen walking on the ground in a video.
CHONSPTK,A bird is seen standing on a rock and looking around.
QNJPORGE,A fish swims through the water and then swims back to the surface.
ATFPHYSZ,A bee flies over a table and lands on a piece of paper.
KXCNMBXG,A group of birds are seen flying in the sky.
TQRYEVEI,A group of birds are seen flying in the air.
LOLZUMYV,A squirrel is seen running through the leaves in the video.
EGIGQOYV,A group of ants are seen walking on a yellow surface.
VTLJOPKL,A dragon is seen flying over a forest and breathing fire.
EEJUEMRN,Two birds are seen standing in the sand and one of them is pecking at the ground.
OJHFKPTK,A bird is seen perched on a branch and singing.
DKILEVKA,A bird is seen walking through the grass and then it turns around and walks back.
YIKVDPTK,A bird is seen perched on a branch and then flies away.
PNRZATHG,A deer is seen walking through the forest in the video.
RMRJAFFP,A bird is seen flying in the air in the video.
HNDGEXTD,A small bird is seen walking on the ground in the video.
NOBNUHGA,A giraffe is seen walking in the desert and looking at the camera.
PNLXOSEB,A bird is seen perched on a branch with its wings spread out.
DBOVBTUB,A butterfly is seen flying over a body of water.
XDZAMBQT,A dog is seen running through the woods in the video.
RCHIZFYY,A bird is seen standing on a rock with its wings spread out.
LQXPZPKK,A bird is seen standing on one leg in a body of water.
PBHHIPKK,A bird is seen standing in the water with its beak open.
KNLTJWUH,A bird is seen eating a small white animal in the video.
MEYFSUPH,A fish swims through the water and opens its mouth.
QQASSUDI,A bird is seen perched on a branch with its beak open.
BCEHFJKU,A bird is seen flying through the trees and landing on a branch.
YUMDKHDU,A small animal is seen walking through a grassy area.
KDQSFPTK,A bird is seen perched on a branch in the woods.
PKUWRLHH,A bird is seen sitting on a branch in the video.
JEIMXHVR,A snake is seen slithering through the water in the video.
AZDELGQD,A fish swims in the water and then jumps out of the water.
PJCJLLKI,A dog is seen running in the video.
IVAAELSQ,A bird is seen eating berries from a tree in the video.
WQFEHVTI,A duck is swimming in the water and looking around.
NZYKUNQN,A bird is seen standing on a branch and singing.
OIZGWNQN,A bird is seen perched on a branch in the video.
FJXCGCGB,A small animal is seen walking through the grass in the video.
SDSYVEUL,A lizard is seen in the video with its head up and looking around.
HXEVXVKA,A bird is seen walking through the grass in the video.
ZARZUSBA,A blue jay is seen standing on a rock and looking around.
